order_id,gender_category,product_line,product_name,size,units_sold,mrp,discount_applied,revenue,order_date,sales_channel,region,profit,month
2617,Kids,Soccer,Premier III,XL,0.0,6110.030000000001,0.0,0.0,,Online,delhi,2772.05,
2618,Kids,Lifestyle,Dunk Low,XL,0.0,6110.030000000001,0.0,0.0,,Retail,pune,3718.11,
2619,Kids,Lifestyle,Waffle One,L,4.0,6110.030000000001,0.65,24281.259220000004,2024-01-22,Online,hyd,-300.28,1.0
2620,Kids,Training,Flex Trainer,XL,0.0,6110.030000000001,0.0,0.0,,Online,hyd,3874.67,
2621,Kids,Soccer,Phantom GT,L,3.0,6466.57,0.59,19285.251710999997,2024-05-19,Online,bangalore,-1152.86,5.0
2622,Kids,Lifestyle,Blazer Mid,M,0.0,8073.58,0.0,0.0,,Online,pune,-82.31,
2623,Men,Running,Pegasus Turbo,L,0.0,4658.42,0.0,0.0,,Retail,mumbai,1622.42,
2624,Men,Lifestyle,Blazer Mid,XL,0.0,6110.030000000001,0.0,0.0,,Retail,bengaluru,2085.94,
2626,Men,Running,Air Zoom,7,0.0,5550.99,0.0,0.0,,Retail,bengaluru,-757.9,
2627,Women,Basketball,LeBron 20,7,0.0,6110.030000000001,0.0,0.0,2023-12-31,Online,delhi,282.13,12.0
2628,Kids,Basketball,Kyrie Flytrap,L,4.0,6110.030000000001,0.44,24332.583472000002,,Retail,pune,-348.88,
2629,Kids,Lifestyle,Waffle One,XL,0.0,6110.030000000001,0.0,0.0,,Retail,bangalore,1198.75,
2630,Kids,Running,Pegasus Turbo,,2.0,5846.21,1.02,11573.157316,,Online,delhi,3880.6,
2631,Women,Basketball,Zoom Freak,,0.0,6110.030000000001,0.0,0.0,,Online,kolkata,2848.46,
2633,Kids,Basketball,Air Jordan,10,0.0,6110.030000000001,0.71,0.0,,Online,bengaluru,3634.35,
2634,Men,Lifestyle,Waffle One,,0.0,5815.75,0.0,0.0,,Retail,bengaluru,3190.46,
2635,Women,Running,React Infinity,M,0.0,3934.22,0.0,0.0,2024-02-28,Online,kolkata,430.63,2.0
2636,Men,Basketball,LeBron 20,11,0.0,6110.030000000001,0.0,0.0,,Online,bengaluru,3269.14,
2637,Kids,Training,SuperRep Go,L,0.0,6110.030000000001,0.0,0.0,,Retail,hyd,3847.48,
2638,Men,Soccer,Premier III,8,1.0,5028.99,0.0,5028.99,2024-01-22,Online,pune,654.11,1.0
2639,Men,Lifestyle,Blazer Mid,XL,0.0,2597.93,0.0,0.0,2025-06-25,Retail,pune,374.95,6.0
2640,Kids,Training,ZoomX Invincible,9,2.0,7900.02,0.0,15800.04,,Online,bangalore,861.92,
2641,Men,Running,React Infinity,,0.0,2890.77,0.0,0.0,,Online,bengaluru,1709.06,
2642,Women,Lifestyle,Air Force 1,XL,0.0,6110.030000000001,0.0,0.0,,Retail,pune,-785.16,
2643,Men,Soccer,Mercurial Superfly,,0.0,6110.030000000001,0.0,0.0,,Retail,mumbai,2715.31,
2644,Men,Training,SuperRep Go,M,1.0,2640.04,0.0,2640.04,,Retail,bengaluru,1466.96,
2022,Kids,Training,ZoomX Invincible,L,3.0,6110.030000000001,0.0,18330.090000000004,,Retail,mumbai,689.62,
2646,Men,Soccer,Premier III,XL,1.0,6110.030000000001,0.89,6055.650733,,Retail,kolkata,2676.52,
2647,Women,Basketball,Zoom Freak,,4.0,6110.030000000001,0.0,24440.120000000003,,Online,mumbai,747.29,
2648,Men,Running,React Infinity,L,0.0,3477.49,0.54,0.0,2025-03-06,Retail,delhi,3487.39,3.0
2649,Women,Basketball,Kyrie Flytrap,L,0.0,6798.48,1.18,0.0,,Retail,mumbai,2297.4,
2650,Men,Lifestyle,Blazer Mid,,0.0,6110.030000000001,0.0,0.0,2023-08-14,Retail,bangalore,3703.68,8.0
2651,Kids,Basketball,Air Jordan,L,1.0,6110.030000000001,0.0,6110.030000000001,2024-10-27,Online,kolkata,-819.33,10.0
2652,Women,Basketball,Air Jordan,,2.0,6110.030000000001,1.08,12088.083352000001,,Online,delhi,-240.8,
2653,Men,Running,Pegasus Turbo,M,0.0,6178.85,1.04,0.0,,Online,hyderabad,2550.88,
2654,Kids,Soccer,Tiempo Legend,M,0.0,6110.030000000001,0.0,0.0,2024-07-21,Online,bangalore,2933.02,7.0
2655,Kids,Training,SuperRep Go,10,0.0,4993.94,0.0,0.0,,Retail,mumbai,2420.85,
2656,Women,Soccer,Premier III,M,1.0,5246.43,0.0,5246.43,,Retail,bangalore,1891.48,
2657,Kids,Running,Air Zoom,M,4.0,6110.030000000001,0.0,24440.120000000003,,Online,delhi,494.45,
2658,Women,Lifestyle,Dunk Low,L,1.0,6110.030000000001,0.0,6110.030000000001,2025-04-26,Online,delhi,155.53,4.0
2659,Kids,Basketball,LeBron 20,M,0.0,9945.56,1.01,0.0,,Online,hyd,-1116.54,
2660,Men,Training,Flex Trainer,,0.0,6110.030000000001,0.0,0.0,,Retail,pune,2519.25,
2661,Kids,Soccer,Tiempo Legend,XL,0.0,2006.63,0.0,0.0,,Online,delhi,3171.69,
2662,Kids,Training,SuperRep Go,M,0.0,6110.030000000001,0.0,0.0,,Online,delhi,2104.46,
2663,Kids,Training,Metcon 7,L,2.0,6110.030000000001,0.43,12167.513742000001,,Retail,delhi,3174.81,
2664,Kids,Running,Pegasus Turbo,L,2.0,9103.08,0.0,18206.16,,Online,mumbai,1726.8,
2665,Men,Lifestyle,Waffle One,L,0.0,6140.7,0.0,0.0,,Online,delhi,506.87,
2666,Women,Soccer,Phantom GT,M,0.0,3700.75,0.0,0.0,,Online,kolkata,-963.73,
2667,Women,Lifestyle,Air Force 1,XL,3.0,9367.66,0.0,28102.98,,Online,delhi,-623.95,
2668,Women,Training,ZoomX Invincible,M,0.0,6110.030000000001,0.45,0.0,,Retail,bangalore,3138.32,
2669,Women,Training,Flex Trainer,XL,0.0,6110.030000000001,0.51,0.0,,Retail,pune,1737.23,
2027,Men,Soccer,Premier III,12,4.0,7204.01,0.0,28816.04,2025-06-15,Retail,delhi,3951.42,6.0
2671,Kids,Running,Air Zoom,XL,0.0,9264.49,0.0,0.0,,Retail,pune,491.18,
2672,Women,Lifestyle,Air Force 1,XL,2.0,6110.030000000001,0.0,12220.060000000001,,Online,mumbai,67.58,
2673,Kids,Running,Pegasus Turbo,11,0.0,6891.25,0.63,0.0,,Retail,pune,-742.85,
2675,Women,Soccer,Premier III,12,3.0,6110.030000000001,0.0,18330.090000000004,,Online,hyderabad,2731.71,
2676,Men,Running,Air Zoom,10,0.0,6110.030000000001,0.0,0.0,,Online,delhi,3932.36,
2677,Men,Lifestyle,Air Force 1,M,2.0,5618.62,0.0,11237.24,,Retail,bengaluru,1745.96,
2678,Kids,Running,Pegasus Turbo,,0.0,4240.24,1.21,0.0,,Retail,pune,3483.11,
2679,Men,Training,Flex Trainer,M,0.0,2758.08,0.04,0.0,2024-07-05,Online,bangalore,2447.58,7.0
2680,Kids,Training,Metcon 7,,0.0,6110.030000000001,0.0,0.0,,Retail,pune,1044.98,
2681,Women,Running,Pegasus Turbo,8,0.0,5996.09,0.0,0.0,,Online,delhi,3597.08,
2682,Men,Basketball,LeBron 20,XL,4.0,6110.030000000001,0.41,24339.915508000002,,Retail,pune,3614.76,
2683,Kids,Lifestyle,Dunk Low,XL,1.0,6110.030000000001,0.0,6110.030000000001,,Online,mumbai,1119.71,
2684,Men,Lifestyle,Blazer Mid,L,0.0,6110.030000000001,0.73,0.0,,Retail,mumbai,1556.61,
2685,Kids,Lifestyle,Dunk Low,M,4.0,6110.030000000001,0.0,24440.120000000003,,Retail,hyderabad,1377.72,
2686,Women,Lifestyle,Blazer Mid,L,0.0,9585.39,1.03,0.0,,Retail,hyderabad,761.26,
2031,Women,Soccer,Phantom GT,L,0.0,6110.030000000001,0.0,0.0,2024-07-12,Online,mumbai,3119.37,7.0
2689,Women,Basketball,LeBron 20,,0.0,5260.17,0.0,0.0,,Retail,mumbai,1402.81,
2690,Kids,Training,Metcon 7,6,0.0,6110.030000000001,0.0,0.0,,Online,mumbai,1125.71,
2042,Men,Running,Air Zoom,,0.0,6110.030000000001,0.8,0.0,,Online,delhi,-151.26,
2692,Women,Training,Metcon 7,XL,0.0,6110.030000000001,0.47,0.0,2024-06-02,Online,bangalore,2528.27,6.0
2693,Kids,Training,ZoomX Invincible,10,0.0,6110.030000000001,0.0,0.0,,Online,bangalore,262.12,
2694,Women,Training,Metcon 7,M,0.0,6110.030000000001,0.0,0.0,,Online,hyderbad,-249.45,
2696,Women,Lifestyle,Blazer Mid,L,0.0,6110.030000000001,1.0,0.0,,Online,mumbai,66.43,
2698,Men,Basketball,LeBron 20,XL,0.0,6110.030000000001,0.02,0.0,,Retail,mumbai,1680.5,
2699,Men,Lifestyle,Dunk Low,XL,0.0,6110.030000000001,0.0,0.0,,Online,mumbai,1052.65,
2700,Kids,Training,Metcon 7,XL,0.0,6110.030000000001,0.48,0.0,,Retail,bengaluru,1423.83,
2701,Men,Training,SuperRep Go,XL,0.0,6110.030000000001,0.0,0.0,,Online,delhi,2007.01,
2702,Men,Basketball,Kyrie Flytrap,XL,0.0,6110.030000000001,0.0,0.0,,Online,pune,687.32,
2703,Kids,Running,Pegasus Turbo,L,0.0,5214.32,0.0,0.0,2025-06-24,Online,kolkata,-637.13,6.0
2704,Women,Basketball,LeBron 20,L,0.0,5094.43,0.0,0.0,,Online,hyd,1765.36,
2705,Men,Running,Pegasus Turbo,,0.0,6110.030000000001,0.0,0.0,2024-01-07,Retail,pune,-37.88,1.0
2706,Women,Training,ZoomX Invincible,XL,0.0,6110.030000000001,0.0,0.0,,Retail,kolkata,3153.1,
2707,Men,Running,Free RN,XL,0.0,2996.2,0.49,0.0,,Online,hyderabad,2913.41,
2708,Kids,Basketball,Kyrie Flytrap,L,0.0,4523.72,0.0,0.0,,Online,hyderbad,-237.9,
2709,Kids,Running,Free RN,10,1.0,6302.98,0.48,6272.7256959999995,,Retail,delhi,2835.93,
2710,Women,Lifestyle,Blazer Mid,M,2.0,4669.75,0.0,9339.5,,Retail,bangalore,-987.12,
2711,Men,Soccer,Mercurial Superfly,7,2.0,6110.030000000001,0.0,12220.060000000001,,Online,delhi,756.18,
2712,Women,Running,Pegasus Turbo,XL,0.0,6110.030000000001,0.0,0.0,,Retail,delhi,3024.11,
2713,Men,Lifestyle,Air Force 1,L,1.0,7877.36,0.55,7834.03452,,Retail,kolkata,3663.49,
2026,Women,Running,Air Zoom,,0.0,2491.06,0.0,0.0,,Retail,bangalore,1660.44,
2715,Kids,Basketball,LeBron 20,L,0.0,6110.030000000001,1.07,0.0,2025-06-13,Online,kolkata,-1164.37,6.0
2716,Kids,Training,SuperRep Go,M,0.0,4830.96,0.0,0.0,,Online,pune,1344.73,
2717,Men,Running,Free RN,M,0.0,9473.09,0.0,0.0,,Online,delhi,3055.36,
2718,Men,Basketball,LeBron 20,7,0.0,8485.23,0.0,0.0,,Retail,bengaluru,637.62,
2719,Women,Training,Metcon 7,,0.0,4819.76,0.0,0.0,2024-03-22,Retail,kolkata,2066.12,3.0
2720,Kids,Training,ZoomX Invincible,M,0.0,6110.030000000001,0.0,0.0,,Retail,delhi,2548.78,
2721,Kids,Training,Flex Trainer,L,0.0,6110.030000000001,0.0,0.0,2023-11-11,Online,bangalore,1275.23,11.0
2722,Women,Lifestyle,Dunk Low,L,0.0,6110.030000000001,0.09,0.0,,Online,kolkata,818.65,
2723,Women,Lifestyle,Dunk Low,XL,0.0,3403.54,0.0,0.0,,Online,kolkata,221.41,
2724,Women,Training,Flex Trainer,L,0.0,8007.22,0.0,0.0,2025-01-16,Online,delhi,1190.2,1.0
2012,Men,Lifestyle,Dunk Low,XL,0.0,2174.89,0.0,0.0,,Retail,kolkata,-406.38,
2726,Women,Training,Flex Trainer,,0.0,6110.030000000001,0.48,0.0,,Retail,pune,1392.27,
2727,Men,Lifestyle,Waffle One,M,0.0,6154.32,0.94,0.0,,Online,kolkata,2004.4,
2018,Kids,Soccer,Tiempo Legend,L,0.0,6110.030000000001,0.0,0.0,,Retail,bengaluru,-701.28,
2729,Kids,Training,Flex Trainer,,0.0,6383.55,0.0,0.0,,Retail,delhi,2079.06,
2730,Women,Lifestyle,Dunk Low,,1.0,6110.030000000001,0.0,6110.030000000001,,Online,hyderbad,2140.93,
2731,Kids,Lifestyle,Dunk Low,M,3.0,6110.030000000001,0.0,18330.090000000004,,Online,kolkata,3961.27,
2732,Women,Training,SuperRep Go,M,0.0,3402.8,0.0,0.0,2025-03-01,Online,hyderabad,1045.5,3.0
2733,Women,Running,Free RN,L,0.0,6743.38,0.0,0.0,2024-11-22,Online,pune,1908.63,11.0
2735,Kids,Running,Free RN,XL,0.0,6110.030000000001,0.0,0.0,,Online,kolkata,928.63,
2736,Men,Soccer,Tiempo Legend,,0.0,6110.030000000001,0.49,0.0,2025-02-22,Retail,delhi,3042.49,2.0
2737,Kids,Basketball,Kyrie Flytrap,XL,0.0,6110.030000000001,0.0,0.0,,Retail,mumbai,144.37,
2738,Women,Training,ZoomX Invincible,M,3.0,6110.030000000001,0.39,18258.602649000004,2025-05-11,Retail,pune,-712.53,5.0
2739,Kids,Running,Free RN,L,2.0,6110.030000000001,0.26,12188.287844,,Online,kolkata,2350.69,
2740,Women,Lifestyle,Air Force 1,XL,1.0,4922.19,0.0,4922.19,,Retail,bengaluru,3820.48,
2741,Women,Training,SuperRep Go,L,0.0,5241.9,0.0,0.0,2025-01-15,Online,hyderabad,-295.49,1.0
2742,Kids,Lifestyle,Blazer Mid,XL,0.0,7063.25,0.0,0.0,,Online,mumbai,3746.48,
2003,Women,Training,ZoomX Invincible,XL,4.0,7850.87,1.02,31083.164504,,Online,kolkata,992.14,
2744,Men,Running,Pegasus Turbo,,1.0,7951.27,0.0,7951.27,,Retail,delhi,-154.17,
2747,Men,Soccer,Tiempo Legend,XL,4.0,2483.97,0.0,9935.88,,Online,delhi,-609.36,
2748,Men,Basketball,Kyrie Flytrap,XL,0.0,6110.030000000001,0.05,0.0,,Retail,pune,1010.96,
2028,Kids,Training,ZoomX Invincible,,0.0,5474.79,0.0,0.0,,Online,pune,-682.62,
2750,Women,Lifestyle,Dunk Low,L,0.0,6110.030000000001,0.0,0.0,,Online,hyderabad,2924.09,
2751,Men,Basketball,Air Jordan,XL,0.0,4776.83,0.0,0.0,,Retail,delhi,2857.99,
2752,Kids,Lifestyle,Waffle One,,0.0,6110.030000000001,0.0,0.0,,Retail,pune,341.26,
2753,Men,Running,Pegasus Turbo,L,0.0,6110.030000000001,0.0,0.0,,Retail,kolkata,-364.23,
2754,Kids,Training,ZoomX Invincible,XL,1.0,6110.030000000001,0.0,6110.030000000001,2025-01-03,Online,kolkata,3565.12,1.0
2755,Men,Running,React Infinity,M,3.0,8574.0,0.0,25722.0,,Online,bengaluru,161.95,
2756,Women,Lifestyle,Waffle One,,0.0,8510.85,1.11,0.0,2023-09-21,Retail,bengaluru,1491.91,9.0
2757,Men,Soccer,Phantom GT,,0.0,3101.14,0.0,0.0,,Online,hyderbad,-271.85,
2758,Women,Lifestyle,Waffle One,M,0.0,6110.030000000001,0.0,0.0,,Online,pune,3986.03,
2759,Kids,Soccer,Premier III,,0.0,6110.030000000001,0.0,0.0,2024-01-26,Retail,delhi,1822.72,1.0
2760,Men,Training,SuperRep Go,7,0.0,6110.030000000001,0.0,0.0,,Online,mumbai,1496.19,
2761,Kids,Soccer,Premier III,M,4.0,6110.030000000001,0.0,24440.120000000003,,Retail,delhi,2588.03,
2762,Women,Running,Pegasus Turbo,L,2.0,6110.030000000001,0.0,12220.060000000001,,Retail,mumbai,-355.55,
2763,Women,Soccer,Phantom GT,10,4.0,3328.58,0.0,13314.32,,Online,pune,-763.34,
2764,Kids,Lifestyle,Blazer Mid,,0.0,7776.94,0.0,0.0,,Retail,kolkata,-532.24,
2765,Women,Soccer,Premier III,M,0.0,6370.84,0.0,0.0,,Online,mumbai,1609.7,
2767,Kids,Basketball,Zoom Freak,L,0.0,6887.39,0.0,0.0,,Online,delhi,1562.76,
2768,Men,Basketball,LeBron 20,,0.0,6110.030000000001,0.0,0.0,,Online,pune,3525.96,
2050,Men,Basketball,LeBron 20,,0.0,8335.48,0.57,0.0,,Retail,mumbai,832.37,
2770,Men,Soccer,Tiempo Legend,9,0.0,6110.030000000001,0.7,0.0,,Online,kolkata,-1095.12,
2771,Men,Running,Pegasus Turbo,M,0.0,5222.92,0.0,0.0,2025-05-26,Online,delhi,1804.67,5.0
2772,Kids,Basketball,Zoom Freak,12,0.0,6110.030000000001,0.0,0.0,,Online,pune,2332.29,
2773,Women,Training,ZoomX Invincible,M,1.0,5045.62,1.21,4984.5679979999995,,Online,hyderbad,1191.02,
2774,Women,Running,Free RN,XL,0.0,6110.030000000001,0.0,0.0,,Online,bengaluru,585.97,
2775,Men,Lifestyle,Air Force 1,,0.0,6110.030000000001,0.73,0.0,,Online,pune,2329.33,
2776,Men,Training,Flex Trainer,L,0.0,6110.030000000001,0.0,0.0,2025-03-17,Retail,mumbai,1143.68,3.0
2777,Kids,Basketball,Air Jordan,XL,0.0,9062.25,0.0,0.0,,Retail,kolkata,-9.69,
2778,Kids,Soccer,Phantom GT,11,0.0,4462.26,0.0,0.0,,Online,hyd,1006.73,
2779,Kids,Basketball,Kyrie Flytrap,,0.0,6110.030000000001,0.09,0.0,2024-12-06,Online,bengaluru,-187.36,12.0
2780,Men,Training,Metcon 7,6,1.0,4308.75,0.32,4294.962,,Online,hyderabad,799.35,
2781,Men,Training,Metcon 7,12,1.0,6546.59,0.68,6502.073188,2023-09-03,Retail,bangalore,1504.31,9.0
2782,Women,Training,ZoomX Invincible,8,0.0,8292.37,0.0,0.0,,Online,pune,-816.55,
2783,Women,Running,React Infinity,,0.0,6110.030000000001,0.36,0.0,,Retail,pune,134.95,
2784,Women,Basketball,Kyrie Flytrap,M,0.0,6110.030000000001,0.0,0.0,,Online,pune,2982.03,
2785,Women,Lifestyle,Blazer Mid,L,2.0,6110.030000000001,0.0,12220.060000000001,,Retail,hyderabad,-834.71,
2786,Women,Lifestyle,Blazer Mid,9,0.0,6110.030000000001,0.59,0.0,,Online,hyd,3872.35,
2787,Kids,Training,Metcon 7,12,3.0,3440.88,0.0,10322.64,,Online,pune,22.93,
2788,Women,Soccer,Mercurial Superfly,M,0.0,7478.84,0.0,0.0,2024-01-04,Retail,hyd,-18.4,1.0
2789,Kids,Lifestyle,Dunk Low,M,0.0,6110.030000000001,0.0,0.0,2024-01-15,Retail,kolkata,1756.75,1.0
2790,Kids,Running,React Infinity,XL,0.0,6110.030000000001,0.0,0.0,,Retail,delhi,2554.82,
2791,Kids,Training,Metcon 7,M,0.0,6110.030000000001,0.0,0.0,2024-05-29,Retail,delhi,1194.43,5.0
2793,Men,Running,Pegasus Turbo,XL,0.0,6110.030000000001,0.0,0.0,,Retail,bengaluru,922.24,
2794,Women,Soccer,Mercurial Superfly,,0.0,6110.030000000001,1.22,0.0,,Online,mumbai,3833.78,
2795,Women,Running,React Infinity,L,0.0,6110.030000000001,0.0,0.0,,Retail,delhi,-615.37,
2797,Women,Lifestyle,Dunk Low,,0.0,2162.29,0.0,0.0,2025-03-30,Retail,delhi,3158.47,3.0
2798,Kids,Lifestyle,Dunk Low,M,0.0,8546.98,0.0,0.0,,Retail,mumbai,430.88,
2799,Kids,Training,SuperRep Go,,3.0,2359.47,0.54,7040.186586,,Online,mumbai,3165.65,
2800,Women,Running,React Infinity,6,0.0,8737.08,0.9,0.0,,Online,delhi,1737.0,
2801,Women,Running,React Infinity,8,2.0,6110.030000000001,0.0,12220.060000000001,2024-02-13,Retail,mumbai,2966.12,2.0
2802,Men,Running,Free RN,L,3.0,6110.030000000001,0.0,18330.090000000004,2024-01-19,Online,kolkata,-231.73,1.0
2803,Women,Soccer,Mercurial Superfly,XL,0.0,6110.030000000001,0.0,0.0,2023-11-02,Online,hyderbad,83.11,11.0
2806,Kids,Basketball,Kyrie Flytrap,7,3.0,4466.78,0.0,13400.34,2024-02-10,Online,bangalore,2407.08,2.0
2807,Kids,Training,ZoomX Invincible,L,2.0,6110.030000000001,0.0,12220.060000000001,,Online,hyderbad,875.36,
2808,Women,Running,Pegasus Turbo,L,0.0,7810.49,0.0,0.0,,Online,bengaluru,-65.85,
2809,Women,Running,Free RN,,0.0,3260.38,0.08,0.0,,Retail,mumbai,-554.84,
2810,Men,Running,Air Zoom,7,2.0,2943.44,0.53,5855.679536000001,,Retail,hyderbad,405.67,
2811,Men,Basketball,Zoom Freak,8,3.0,9153.02,0.0,27459.06,,Retail,bangalore,-77.61,
2812,Men,Basketball,LeBron 20,,2.0,9507.39,0.01,19012.878522,,Online,kolkata,2570.01,
2813,Men,Running,Free RN,M,4.0,7450.8,0.0,29803.2,,Online,bengaluru,2098.29,
2814,Kids,Running,React Infinity,M,0.0,6110.030000000001,0.0,0.0,,Online,delhi,1702.06,
2815,Kids,Training,Flex Trainer,L,0.0,6110.030000000001,1.16,0.0,,Online,kolkata,3281.98,
2816,Men,Basketball,LeBron 20,M,3.0,5983.35,0.0,17950.050000000003,,Retail,hyderabad,916.13,
2032,Women,Soccer,Mercurial Superfly,10,2.0,6110.030000000001,0.96,12102.747424000001,,Online,kolkata,-596.41,
2819,Kids,Soccer,Premier III,9,0.0,7645.41,0.0,0.0,2025-01-20,Retail,bengaluru,593.62,1.0
2820,Women,Lifestyle,Blazer Mid,M,4.0,8659.15,0.0,34636.6,,Online,mumbai,2078.39,
2821,Kids,Lifestyle,Air Force 1,,0.0,3360.35,0.0,0.0,,Online,delhi,2991.25,
2822,Women,Lifestyle,Blazer Mid,11,0.0,8314.34,0.0,0.0,,Retail,bangalore,-1145.98,
2823,Men,Soccer,Mercurial Superfly,L,1.0,6110.030000000001,0.0,6110.030000000001,,Retail,mumbai,-1125.91,
2824,Men,Basketball,Air Jordan,L,4.0,5123.35,0.0,20493.4,,Online,mumbai,1620.37,
2825,Kids,Training,SuperRep Go,M,0.0,6110.030000000001,0.0,0.0,,Retail,pune,2322.87,
2826,Kids,Lifestyle,Blazer Mid,M,2.0,6110.030000000001,0.01,12218.837994000001,,Retail,bengaluru,262.81,
2827,Men,Basketball,Air Jordan,L,0.0,4278.28,1.17,0.0,,Retail,hyderabad,860.32,
2828,Women,Training,ZoomX Invincible,XL,0.0,2095.0,0.0,0.0,,Online,hyderbad,-831.4,
2829,Men,Basketball,LeBron 20,XL,0.0,6110.030000000001,0.0,0.0,2024-07-17,Online,kolkata,2539.92,7.0
2831,Women,Training,SuperRep Go,7,4.0,6110.030000000001,0.0,24440.120000000003,,Online,mumbai,3134.87,
2832,Kids,Basketball,Kyrie Flytrap,,0.0,6110.030000000001,0.15,0.0,2024-05-17,Retail,hyd,752.0,5.0
2833,Women,Training,Flex Trainer,XL,4.0,2224.9,0.0,8899.6,,Online,pune,-16.04,
2835,Women,Lifestyle,Air Force 1,,0.0,9240.64,0.63,0.0,2024-10-07,Retail,pune,1873.76,10.0
2836,Men,Basketball,Kyrie Flytrap,L,0.0,9098.9,0.75,0.0,2025-07-22,Retail,delhi,2729.87,7.0
2837,Women,Running,Pegasus Turbo,L,0.0,8889.68,0.0,0.0,,Online,mumbai,2191.17,
2838,Women,Basketball,Air Jordan,XL,4.0,8605.73,0.0,34422.92,,Retail,pune,-990.99,
2839,Men,Lifestyle,Waffle One,6,0.0,6110.030000000001,0.0,0.0,,Online,hyd,2992.52,
2841,Men,Basketball,LeBron 20,M,1.0,4166.94,0.0,4166.94,,Online,delhi,2865.93,
2843,Men,Training,SuperRep Go,12,0.0,6110.030000000001,0.0,0.0,,Online,mumbai,3574.05,
2844,Men,Lifestyle,Waffle One,,2.0,6495.53,0.23,12961.180562,,Retail,mumbai,-951.85,
2845,Men,Training,ZoomX Invincible,,0.0,6110.030000000001,0.0,0.0,2023-10-31,Retail,pune,40.98,10.0
2846,Kids,Training,ZoomX Invincible,L,0.0,2932.99,0.0,0.0,,Online,pune,-543.26,
2847,Men,Training,Metcon 7,XL,0.0,6110.030000000001,0.16,0.0,,Online,bangalore,3988.85,
2848,Kids,Running,Free RN,8,0.0,9476.8,0.03,0.0,,Online,hyderabad,-350.03,
2008,Men,Running,Air Zoom,XL,0.0,6110.030000000001,0.0,0.0,2024-07-25,Retail,mumbai,-639.42,7.0
2850,Kids,Lifestyle,Waffle One,XL,2.0,6110.030000000001,0.0,12220.060000000001,2024-11-10,Retail,pune,458.86,11.0
2851,Kids,Lifestyle,Blazer Mid,XL,0.0,2241.11,0.0,0.0,2024-12-28,Online,mumbai,1243.95,12.0
2852,Kids,Running,React Infinity,8,0.0,6110.030000000001,0.0,0.0,,Online,delhi,-234.16,
2853,Women,Basketball,Kyrie Flytrap,XL,0.0,6110.030000000001,0.0,0.0,,Retail,hyderbad,3841.05,
2855,Kids,Basketball,Air Jordan,,0.0,2809.8,0.0,0.0,,Online,mumbai,-425.73,
2856,Kids,Basketball,Kyrie Flytrap,M,0.0,6110.030000000001,1.14,0.0,2023-10-12,Online,kolkata,3137.85,10.0
2857,Women,Running,React Infinity,10,0.0,4105.44,0.73,0.0,,Online,kolkata,3197.09,
2858,Kids,Lifestyle,Air Force 1,,0.0,6110.030000000001,0.6,0.0,,Retail,pune,2847.01,
2859,Women,Lifestyle,Air Force 1,7,0.0,6110.030000000001,0.0,0.0,,Online,pune,566.34,
2861,Kids,Training,ZoomX Invincible,XL,0.0,6110.030000000001,0.0,0.0,,Online,pune,650.99,
2862,Kids,Soccer,Phantom GT,9,4.0,7940.29,1.02,31437.196168,,Retail,delhi,1803.25,
2863,Women,Training,Metcon 7,6,0.0,8609.77,0.0,0.0,2024-11-23,Retail,pune,-711.07,11.0
2865,Women,Soccer,Phantom GT,,1.0,6110.030000000001,0.71,6066.648787000001,,Retail,kolkata,-94.06,
2866,Kids,Training,SuperRep Go,11,2.0,6110.030000000001,0.0,12220.060000000001,,Online,pune,273.28,
2867,Men,Soccer,Mercurial Superfly,11,1.0,9936.58,0.0,9936.58,2025-02-20,Online,hyd,3190.43,2.0
2868,Women,Running,React Infinity,M,0.0,7379.45,0.0,0.0,,Retail,delhi,-688.14,
2869,Kids,Soccer,Premier III,M,4.0,6110.030000000001,0.0,24440.120000000003,,Online,pune,1550.3,
2870,Kids,Training,Metcon 7,M,1.0,9633.68,0.0,9633.68,,Retail,delhi,771.96,
2871,Men,Training,Flex Trainer,M,1.0,2294.09,0.0,2294.09,,Retail,bangalore,1002.21,
2872,Men,Basketball,Kyrie Flytrap,M,0.0,3953.13,0.0,0.0,2024-01-08,Online,kolkata,3414.32,1.0
2873,Women,Running,Air Zoom,,0.0,9050.52,0.86,0.0,,Retail,bengaluru,3364.79,
2874,Women,Soccer,Mercurial Superfly,L,0.0,6110.030000000001,0.01,0.0,2024-03-04,Retail,delhi,-109.71,3.0
2875,Women,Lifestyle,Dunk Low,L,4.0,7401.53,0.0,29606.12,,Retail,bangalore,1559.28,
2876,Kids,Lifestyle,Waffle One,,0.0,6110.030000000001,0.0,0.0,,Retail,hyd,-94.98,
2877,Women,Basketball,Kyrie Flytrap,,0.0,6110.030000000001,0.0,0.0,2024-12-08,Retail,kolkata,3327.04,12.0
2878,Women,Training,ZoomX Invincible,M,0.0,9213.58,1.23,0.0,,Retail,hyderabad,3968.86,
2879,Kids,Basketball,Zoom Freak,M,0.0,2831.62,0.0,0.0,,Retail,bengaluru,1053.25,
2880,Kids,Basketball,Air Jordan,9,0.0,8132.33,0.63,0.0,,Retail,delhi,191.67,
2050,Kids,Basketball,Zoom Freak,6,3.0,6110.030000000001,0.0,18330.090000000004,,Retail,kolkata,-1000.03,
2882,Men,Training,Metcon 7,9,2.0,6110.030000000001,0.9,12110.07946,,Retail,kolkata,-127.44,
